,Text ID,Title,Negative,Neutral,Positive,Geopolitical Entities
2994,10463,"‘Go Back to Where You Claim Home,’ Kansas Lawmaker Tells Protester",0.0,1.0,0.0,Kansas
2996,5382,US Secret Service Struggles To Find Recruits Who Haven’t Used Adderall,0.2,0.8,0.0,US
2999,9094,"UK Interested in Strong Energy Sector, Stable Int'l Market - Ex-Minister",0.0,0.405,0.595,UK
3002,5761,"No, Russia Is Not ‘Isolated’ Or The ‘Enemy’",0.0,1.0,0.0,Russia
3008,5953,Fifth Varshavyanka submarine joins Russia’s Navy | Russia & India Report,0.0,1.0,0.0,Russia; Russia
3019,9656,Humans Came Out Of Australia Not Africa,0.0,1.0,0.0,Australia
3020,8811,"Russia, China Look To Autonomous Financial System",0.0,1.0,0.0,Russia; China
3022,6789,5.0 Quake Near Oklahoma Oil Hub Causes Substantial Damage,0.267,0.583,0.15,Oklahoma
3024,7749,BREAKING: Hillary’s State Department Spent $9.2 Million Hiring the Terrorists Who Attacked Americans in Benghazi,0.353,0.647,0.0,Benghazi
3025,6868,UN Chief urges South Africa to reconsider quitting ICC,0.0,1.0,0.0,South Africa
3027,8432,U.S. Near Bottom in Public ‘Confidence in Elections’,0.0,1.0,0.0,US
3028,5504,Will the next US president be a psycho lesbian? (plus 2 breaking news videos),0.0,1.0,0.0,US
3033,7855,Stabbing Injures Seven People in Newark Home · Guardian Liberty Voice,0.0,0.746,0.254,Newark
3035,6355,Arkansas Republicans Put The Word “Liar” In Hillary’s Name On Ballot,0.0,1.0,0.0,Arkansas
3036,9842,"ISIS uses an industrial dough kneader to kill 250 children, roasts adults in a bakery oven in Douma, Syria",0.207,0.793,0.0,Douma; Syria
3037,5360,"Jaish Al-Fatah Leader Admits Receiving Financial, Military Aid from Saudi Arabia",0.0,0.82,0.18,Saudi Arabia
3048,9772,Crimean and Donetsk leaders comment on US elections,0.0,1.0,0.0,Donetsk; US
3057,8107,RT: Russia Just Tested a Nuclear-Capable Warhead That Can Outsmart US Anti-Missile Systems,0.0,1.0,0.0,Russia; US
3067,8231,Bitcoin Soars As China Launches Crackdown On Wealth-Management Products,0.0,1.0,0.0,China
3069,8253,The U.S. National Bird Is Now a Drone,0.0,1.0,0.0,US
3073,10015,Trump Dedicates D.C. Hotel: 'The Future Lies With The Dreamers',0.237,0.763,0.0,DC
3078,10486,US Moving ISIS Fighters From Iraq To Syria To Topple Assad,0.107,0.893,0.0,US; Iraq; Syria
3081,7116,US intelligence warns public of pre-election day terror,0.372,0.388,0.24,US
3083,5389,Russian FM Lavrov reminds USA of war crimes in Yugoslavia,0.302,0.698,0.0,USA; Yugoslavia
3086,9187,Russia and Syria Warn About US Shifting ISIS from Mosul to Battle Assad,0.267,0.733,0.0,Russia; Syria; US; Mosul
3092,7932,"France: Muslim Screams ‘There is Only One Master — Allah’, Punches Teacher in Front of Pupils",0.128,0.872,0.0,France
3096,7005,Erdogan wants to revive the dream of Ottoman Empire by supporting Saudi Arabia,0.0,0.578,0.422,Ottoman Empire; Saudi Arabia
3099,8613,"ISIS uses an industrial dough kneader to kill 250 children, roasts adults in a bakery oven in Douma, Syria",0.207,0.793,0.0,Douma; Syria
3100,9901,Estonia trains partisans for war with Russia,0.394,0.606,0.0,Estonia; Russia
3101,10045,With Dire Situation in America for Voters; Homeschool Enrollment Doubles,0.25,0.75,0.0,America
3102,9542,Schools All Over America Are Closing On Election Day Due To Fears Of Violence,0.365,0.635,0.0,America
3103,7171,North Korea Threatens ‘Sacred’ Nuclear War Against Israel if this country continue supporting ISIS,0.319,0.539,0.142,North Korea; Israel
3104,9887,"One Week, and Counting: Bottom-Fishing in America",0.0,1.0,0.0,America
3114,8904,"Wikileaks Bombshell: ‘There is no US election’ (Video, 5.26 mins)",0.196,0.804,0.0,US
3118,10157,NYT: Undocumented Student Denounces Free Speech on Immigration Policy,0.22,0.53,0.25,NYT
3119,9325,"As Flint Suffers, Nestlé Plans Dramatic Expansion of Water Privatization in Michigan",0.22,0.78,0.0,Flint; Michigan
3124,8053,Putin “Collecting” Former US Allies,0.0,1.0,0.0,US
3127,7008,UN Failed to Carry Adequate Medical Evacuations in Aleppo - Churkin,0.232,0.634,0.134,Aleppo; Churkin
3129,5574,Is America On The Brink Of Civil War?,0.358,0.642,0.0,America
3136,7900,Duterte Pulls a 180: China to Build Fake Islands Right Off Philippine Coast,0.205,0.795,0.0,China
3137,7759,Top Aide to Hillary Clinton Urges the FBI to Disclose what it Knows about Trump's Russia Ties,0.0,0.899,0.101,Russia
3138,8757,"Turkey’s Crackdown on Criticism Continues as Journalists, 10K Civil Servants Arrested",0.4,0.6,0.0,Turkey
3146,6457,Colin Kaepernick hosts ‘Know Your Rights’ camp for Oakland-area youth,0.0,1.0,0.0,Oakland
3148,9013,US abstains from UN vote calling for end to Cuban embargo,0.0,1.0,0.0,US
3160,9337,"Radio Derb Is On The Air–Leonardo And Brazil’s Miss Bum Bum Pageant, Etc.",0.118,0.882,0.0,Brazil
